"","citric acid","residual sugar","density","pH","alcohol","quality"
"1634",0.21,2.3,0.9964,3.23,9.9,6
"1635",0.02,2.1,0.99613,3.53,9.7,5
"1636",0.24,3.4,0.9976,3.37,11.1,5
"1637",0.66,2.3,0.99704,3.07,10.0333333333333,7
"1638",0.08,2.1,0.99552,3.41,9.5,5
"1639",0.28,2.6,0.99824,3.38,10,6
"1640",0.33,1.7,0.9958,3.43,11,7
"1641",0.48,2.1,0.99502,3.27,11,6
"1642",0,2.5,0.99554,3.48,11.4,6
"1643",0,2.2,0.99358,3.59,12.9,7
"1644",0.3,2.5,0.9972,3.42,9.6,6
"1645",0.73,3.3,0.9994,3.18,10.2,7
"1646",0.26,2.7,0.99616,3.3,9.5,6
"1647",0.01,2.6,0.997616,3.24,11.5,6
"1648",0.48,2.4,0.9976,3.31,9.3,5
"1649",0.21,2.4,0.9953,3.61,9.8,7
"1650",0.07,1.8,0.99479,3.71,10.5,7
"1651",0.25,1.9,0.99499,3.36,10.1,5
"1652",0.24,2.4,0.9976,3.2,9.4,5
"1653",0.49,2.1,0.99498,3.31,9.8,6
"1654",0.3,1.6,0.99652,3.25,9.5,4
"1655",0.24,2.2,0.9976,3.26,9.7,6
"1656",0.33,2.4,0.9922,3.38,12,6
"1657",0.66,2.7,0.9986,3.08,10.5,3
"1658",0,2.2,0.9976,3.48,9.4,6
"1659",0.43,2,0.9978,3.16,11.8,8
"1660",0.23,1.5,0.99593,3.28,9.2,5
"1661",0.01,1.6,0.99538,3.36,10,6
"1662",0,1.8,0.9934,3.36,11,6
"1663",0.24,2.4,0.99652,3.47,9.7,6
"1664",0,2.1,0.99636,3.38,9.7,5
"1665",0.32,2.7,0.99736,3.21,9.4,5
"1666",0.32,2.1,0.9953,3.36,10.5,6
"1667",0.23,2.1,0.9974,3.16,9.4,5
"1668",0.21,2.6,0.9982,3.28,9.5,5
"1669",0.29,1.9,0.99552,3.39,9.2,5
"1670",0.03,2.3,0.99746,3.35,11.4,7
"1671",0.72,2.2,0.9974,3.07,11.7,5
"1672",0.24,1.5,0.9978,3.32,10,6
"1673",0.45,2.3,0.9997,3.28,9.6,5
"1674",0.53,2,0.99642,3.15,9.5,6
"1675",0.15,5.2,0.99693,3.34,9.4,6
"1676",0.33,1.8,0.99362,3.47,10.3,6
"1677",0.64,2.8,0.9974,3.09,10.9,7
"1678",0.25,2.2,0.99702,3.15,10.1,6
"1679",0.4,2.2,0.99454,3.2,11.7,7
"1680",0,1.8,0.99387,3.38,11.4,8
"1681",0.09,2.2,0.99498,3.42,12,6
"1682",0.04,3,0.9964,3.55,11.6,5
"1683",0.66,2.2,0.9976,3.06,9.2,5
"1684",0.28,3.6,0.9982,3.13,9.3,4
"1685",0.41,2.3,0.99444,3.3,11.7,5
"1686",0.24,2,0.9976,3.22,9.6,5
"1687",0.63,2.9,0.9982,3.39,9.5,7
"1688",0.24,2.1,0.9958,3.44,10.8,6
"1689",0.13,2.2,0.99459,3.29,9.5,5
"1690",0,3.4,0.9948,3.56,13.5666666666667,6
"1691",0.54,2,0.9988,3.34,10.4,6
"1692",0.24,2.4,0.9979,3.07,9.3,5
"1693",0.08,1.7,0.99593,3.41,10.5,6
"1694",0.31,5.6,0.9962,3.44,12,7
"1695",0.21,3.4,0.99499,3.47,9.7,7
"1696",0.38,2.2,0.99354,3.3,12,7
"1697",0.49,1.8,0.9994,3.22,9.2,6
"1698",0.32,2.3,0.99667,3.28,11.3,6
"1699",0.4,2.1,0.99514,3.29,12.1,7
"1700",0.03,2.3,0.99744,3.52,9.7,5
"1701",0.49,2.6,0.9976,3.22,10.1,5
"1702",0.5,2.2,0.99384,3.32,12.5,7
"1703",0.37,2.3,0.99386,3.57,11.2,6
"1704",0.17,1.6,0.9969,3.2,9.2,5
"1705",0.12,1.6,0.9976,3.29,9.7,6
"1706",0.1,3,0.99842,3.44,9.9,4
"1707",0.05,2.3,0.99252,3.56,12.5,6
"1708",0,1.7,0.9948,3.5,10.9,4
"1709",0.19,1.8,0.9982,3.19,9.5,4
"1710",0.21,1.9,0.9964,3.17,9.5,5
"1711",0.27,1.9,0.9964,3.3,10,7
"1712",0,1.7,0.9958,3.45,10.8,7
"1713",0.1,2.4,0.9964,3.19,9.5,5
"1714",0.23,2.3,0.995,3.24,11.4,5
"1715",0.31,3,0.99836,3.38,10.5,7
"1716",0,2.2,0.99622,3.52,10.7,6
"1717",0.02,2.2,0.99566,3.36,10.5,6
"1718",0.33,2.3,0.9979,3.22,9.4,5
"1719",0.12,2.1,0.99508,3.5,10.3,4
"1720",0.49,1.7,0.9973,3.35,10.8,5
"1721",0.02,2.1,0.9958,3.36,10.1,5
"1722",0.36,1.4,0.99596,3.45,9.2,5
"1723",0.34,2,0.99818,3.6,9.5,5
"1724",0.27,2.7,0.99498,3.22,12.2,7
"1725",0.01,2.2,0.99736,3.53,9.7,5
"1726",0.34,2.8,0.99622,3.38,10.7,6
"1727",0.48,2,0.9968,3.29,11.4,7
"1728",0.1,1.9,0.99566,3.28,10,5
"1729",0.22,4.65,0.99668,3.36,9.7,5
"1730",0.58,2.2,0.9984,3.08,9,6
"1731",0.42,2.1,0.99494,3.26,10,7
"1732",0.49,2.1,0.9964,3.39,10.9,5
"1733",0.49,1.9,1.0004,3.08,10.5,6
"1734",0.43,1.8,0.9948,3.39,11.5,5
"1735",0.22,2.2,0.9967,3.3,9.1,4
"1736",0.31,2,0.9967,3.29,9.2,6
"1737",0.34,2.8,0.99713,3.34,12.5,7
"1738",0,1.8,0.99346,3.36,11.9,7
"1739",0.21,2.1,0.99745,3.68,9.5,7
"1740",0.49,2.9,0.9994,3.14,11.4,6
"1741",0,4.3,0.99484,3.27,11.7,6
"1742",0.09,2.1,0.99456,3.39,12.6,6
"1743",0.31,1.7,0.99476,3.16,10.0333333333333,6
"1744",0.51,2.3,0.9982,3.26,10.9,7
"1745",0.23,2.1,0.9964,3.22,9.5,5
"1746",0.08,2.1,0.9964,3.38,10.2,5
"1747",0.35,2.4,0.9934,2.92,12.4,6
"1748",0.53,2.6,0.9972,3.2,11.8,6
"1749",0,2.1,0.99738,3.52,9.5,5
"1750",0.43,2.2,0.9996,3.09,9.4,6
"1751",0.65,2.7,0.9976,3.08,10.2,6
"1752",0.03,1.4,0.9958,3.52,9.5,5
"1753",0,1.6,0.99258,3.68,12.3,6
"1754",0.02,2.3,0.99489,3.34,10.5,6
"1755",0.42,2.1,0.99498,3.18,12.1,6
"1756",0.02,2.3,0.99588,3.2,9.4,5
"1757",0.09,2.5,0.99648,3.41,11.9,7
"1758",0.34,2.2,0.9974,3.17,10.4,6
"1759",0.51,2.4,0.9982,3.09,9.2,6
"1760",0.24,1.6,0.99557,3.34,10,7
"1761",0.02,2.3,0.9994,3.47,9.8,5
"1762",0.06,1.5,0.9948,3.39,10.6,6
"1763",0.28,1.9,0.99694,3.28,9.5,6
"1764",0.13,2.1,0.99494,3.29,9.5,5
"1765",0.53,2.8,0.99774,3.22,11.2,7
"1766",0.23,4.1,0.99489,3.32,11.7,5
"1767",0.31,2.2,0.99716,3.17,11.4,6
"1768",0.27,2.1,0.99408,3.39,12.5,6
"1769",0.23,2.4,0.9964,3.15,9.4,5
"1770",0.09,1.4,0.99459,3.38,11.3,6
"1771",0,2.6,0.997,3.51,10,7
"1772",0.26,2.3,0.99613,3.26,9.9,5
"1773",0.25,2,0.99629,3.42,9.6,5
"1774",0,2.2,0.99396,3.68,9.5,7
"1775",0.22,2.3,0.99782,3.18,9.5,5
"1776",0.44,2.55,1.0002,3.18,10.0333333333333,6
"1777",0.1,1.7,0.99628,3.3,10.9,6
"1778",0.49,2.4,0.9994,3.23,9.6,5
"1779",0.39,2.1,0.99476,3.3,9.4,5
"1780",0.43,2.9,0.9996,3.24,9.7,6
"1781",0.45,3.4,0.9994,3.22,10.5,5
"1782",0.14,2.1,0.9959,3.42,10.1,5
"1783",0.11,1.6,0.99258,3.22,12.6,6
"1784",0,2.1,0.9966,3.48,9.2,5
"1785",0,1.4,0.9948,3.3,10.4,6
"1786",0.31,1.7,0.99532,3.39,10,6
"1787",0.28,2.1,0.99578,3.34,10.9,6
"1788",0.45,2.6,0.9985,3.37,9.4,6
"1789",0.52,2.1,0.99734,3.38,12,7
"1790",0.49,2.3,1.0002,3.19,9.6,5
"1791",0.57,2.1,0.9994,3.35,11.2,6
"1792",0.37,2.3,0.9946,3.37,12,6
"1793",0.54,2.5,0.99712,3.26,10.5,5
"1794",0.04,2.2,0.9959,3.69,9.8,5
"1795",0.76,2.8,1.0004,3.12,10.8,5
"1796",0.24,1.6,0.9956,3.33,10.3,6
"1797",0.49,2.55,0.9994,3.11,10.5,5
"1798",0.66,1.4,0.99498,3.08,11.2,6
"1799",0,1.6,0.9968,3.44,9.4,5
"1800",0.25,2.4,0.99622,3.38,11.3,6
"1801",0,2.4,0.998,3.58,10.3,6
"1802",0.03,2.6,0.99575,3.44,10.1,6
"1803",0.53,2.4,0.9981,3.17,12,7
"1804",0.01,2.8,0.99538,3.34,12.7,7
"1805",0.51,1.6,0.99558,3.3,9.8,6
"1806",0.19,1.5,0.99396,3.45,11.3,6
"1807",0.26,2,0.9982,3.26,9.3,6
"1808",0.01,2.6,0.99528,3.41,12.4,7
"1809",0.03,1.7,0.99538,3.59,10.2,5
"1810",0.04,1.8,0.9942,3.42,12.9,6
"1811",0.42,1.4,0.99396,3.16,11.4,5
"1812",0.28,2.1,0.9966,3.39,9.4,5
"1813",0.28,2.1,0.99616,3.43,9.8,6
"1814",0.3,2.3,0.99786,3.42,9.5,5
"1815",0.05,2.1,0.99498,3.36,12.9,6
"1816",0.08,2.8,0.9996,3.12,10.5,6
"1817",0.27,2.5,0.99708,3.19,9.3,5
"1818",0.21,2.1,0.9968,3.21,9.5,5
"1819",0.08,2.1,0.99655,3.34,10.7,6
"1820",0.28,2.1,0.99823,3.32,9.5,5
"1821",0.1,1.6,0.99675,3.29,9.9,5
"1822",0.24,2.1,0.99478,3.49,11.4,6
"1823",0.18,1.9,0.9962,3.38,10.6,6
"1824",0.11,1.8,0.9947,3.49,11.4,6
"1825",0.27,2.6,0.998,3.2,9.4,5
"1826",0.24,2.1,0.9979,3.37,9.4,5
"1827",0.27,3.4,0.9962,3.26,12.1,7
"1828",0.2,2.5,0.9959,3.34,9.6,5
"1829",0.18,2.3,0.9971,3.38,10.5,6
"1830",0,2.1,0.9956,3.52,10.3,5
"1831",0.24,2.5,0.9991,3.14,9.4,5
"1832",0.07,2.6,0.9964,3.33,9.8,6
"1833",0.21,2.1,0.99836,3.38,9.7,5
"1834",0.21,2.2,0.9991,3.48,9.4,5
"1835",0.63,1.9,0.99547,3.17,10.5,7
"1836",0.53,2.3,0.99642,3.16,11,7
"1837",0.02,2.3,0.99745,3.51,11.4,6
"1838",0.42,1.8,0.99672,3.25,11.2,7
"1839",0.14,1.9,0.9974,3.19,9.3,5
"1840",0.24,2.8,0.9986,3.26,9.4,5
"1841",0.32,2,0.99694,3.37,9.2,6
"1842",0.48,2.5,0.9982,3.09,10.5,5
"1843",0.53,2.6,0.99534,3.23,11.5,6
"1844",0.26,2.3,0.99623,3.39,9.7,5
"1845",0.45,2.2,0.99444,3.22,12,6
"1846",0,2.6,0.9962,3.56,9.4,4
"1847",0.03,2.3,0.99743,3.52,10.7,7
"1848",0.39,1.4,0.99498,3.34,11.2,5
"1849",0.03,2.5,0.99538,3.36,10.2,6
"1850",0.06,2,0.9965,3.37,10.9,6
"1851",0.09,2,0.99385,3.39,12.6,6
"1852",0,2.1,0.99448,3.61,10.3,6
"1853",0.3,1.8,0.9973,3.28,9.1,6
"1854",0.57,2.3,0.9974,3.1,9.5,6
"1855",0.2,2.1,0.99745,3.55,10,7
"1856",0.26,3,0.99622,3.21,9.7,5
"1857",0.49,2.7,1.0004,3.25,9.5,5
"1858",0.24,2.6,0.9976,3.17,9.2,5
"1859",0.49,2.8,0.9994,3.22,9.2,5
"1860",0.34,4.8,0.99586,3.28,12.8,7
"1861",0.21,2.1,0.99656,3.3,9.5,5
"1862",0.25,1.8,0.9976,3.34,10,5
"1863",0,1.9,0.9948,3.36,9.5,5
"1864",0.08,2,0.99489,3.45,10.3,5
"1865",0,2.1,0.99471,3.47,12.5,6
"1866",0.01,2.3,0.99467,3.42,10.4,5
"1867",0.3,2.1,0.9968,3.35,10.5,5
"1868",0.2,1.8,0.9966,3.27,9.5,6
"1869",0.2,1.9,0.9968,3.52,10.9,7
"1870",0.05,2,0.9966,3.52,9.8,5
"1871",0.17,2,0.99652,3.12,10.1,6
"1872",0.33,2.1,0.99745,3.4,9.5,6
"1873",0.18,1.5,0.99652,3.16,9.3,5
"1874",0.11,2,0.99603,3.54,11.5,5
"1875",0.09,2.2,0.99444,3.32,11.2,6
"1876",0.32,2.2,0.99546,3.36,11,7
"1877",0.64,2.5,0.9988,3.08,9.4,5
"1878",0.03,1.9,0.99538,3.54,10.6,6
"1879",0.23,2.8,0.9962,3.43,9.2,5
"1880",0.63,2.5,0.9987,3.02,10.4,6
"1881",0.5,2.1,0.99494,3.39,11,6
"1882",0.4,2.1,0.9964,3.38,10.3,7
"1883",0.66,2.9,0.9994,3.09,11.8,6
"1884",0.45,2,0.99576,3.28,11.4,6
"1885",0.56,2.6,0.9994,3.14,10.7,6
"1886",0.49,2.8,0.9968,3.26,14,7
"1887",0.32,1.8,0.99456,3.3,12.9,7
"1888",0,2.1,0.99622,3.54,11,7
"1889",0.04,1.5,0.9973,3.47,9.4,5
"1890",0.24,2.8,0.9991,3.39,9.4,5
"1891",0,2.7,0.99536,3.38,11.4,5
"1892",0,2.1,0.9968,3.51,9.4,4
"1893",0.07,1.9,0.99632,3.38,11.6,5
"1894",0.12,1.7,0.9952,3.52,9.7,7
"1895",0.13,3,0.99603,3.34,9.5,5
"1896",0.49,2.4,1.00012,3.07,9.7,6
"1897",0.05,3,0.9976,3.35,10.9,6
"1898",0.46,1.8,0.9952,3.25,13.6,8
"1899",0.3,1.4,0.99724,3.3,10.3,7
"1900",0.02,1.7,0.996,3.54,10,8
"1901",0.15,1.7,0.99655,3.28,10.8,6
"1902",0.66,2.1,0.9976,3.14,9.2,5
"1903",0.46,2.1,0.99534,3.38,12.3,6
"1904",0.25,2.3,0.99616,3.28,9.8,5
"1905",0.21,2.3,0.9976,3.29,9.2,6
"1906",0.22,3.6,0.9977,3.14,9.4,6
"1907",0.51,1.7,0.99743,3.02,9.8,7
"1908",0.06,3.1,0.9968,3.09,10.7,5
"1909",0.49,2.1,1.0003,3.08,9.8,5
"1910",0.21,2.3,0.9978,3.14,9.7,6
"1911",0.66,1.6,0.9972,3.05,9.4,6
"1912",0.57,1.7,0.99788,3.28,9.5,6
"1913",0.1,1.8,0.9968,3.36,10.1,5
"1914",0.18,5.5,0.99855,3.38,9.6,5
"1915",0.15,2.4,0.99808,3.39,10.5,6
"1916",0.3,1.9,0.9967,3.26,9.2,5
"1917",0,1.9,0.9979,3.26,9,6
"1918",0,1.7,0.9969,3.36,9.7,5
"1919",0.57,2.6,0.9995,3.14,9.6,6
"1920",0.31,2.2,0.9974,3.17,9.2,4
"1921",0.21,2.7,0.99748,3.2,9.8,5
"1922",0.42,2.5,0.99518,3.33,11,6
"1923",0.68,2.6,0.9982,3.02,10.7,7
"1924",0.09,3,0.99499,3.37,11.1,6
"1925",0.24,2.9,0.9976,3.11,9.5,5
"1926",0.49,2.8,1.0004,3.2,9.5,5
"1927",0.39,2.7,0.99534,3.31,12.5,7
"1928",0.2,2.4,0.99489,3.5,11.6,5
"1929",0.49,2.9,0.9992,3.08,9.5,5
"1930",0,4.2,0.9984,3.51,9.3,5
"1931",0.33,3,0.99888,3.24,10,7
"1932",0,2.4,0.9969,3.45,9.7,5
"1933",0.4,2.4,0.9973,3.31,12.8,7
"1934",0.02,1.6,0.9968,3.5,9.5,5
"1935",0.2,1.9,0.99672,3.61,10,6
"1936",0.21,2.4,0.9972,3.32,10.3,6
"1937",0.26,2.1,0.99622,3.26,9.8,5
"1938",0.14,2.1,0.9997,3.49,9.4,6
"1939",0.19,2,0.99566,3.34,10,5
"1940",0.28,2.5,0.99814,3.3,12.1,7
"1941",0.07,1.5,0.99574,3.46,10.9,5
"1942",0.24,1.8,0.99604,3.32,9.5,5
"1943",0.32,3.8,0.99576,3.27,11.4,5
"1944",0.42,3.2,0.9987,3.5,12,6
"1945",0.18,1.8,0.9934,3.34,12.9,6
"1946",0.02,2.1,0.9958,3.65,10.3,5
"1947",0.02,2.7,0.99745,3.34,10.2,7
"1948",0.42,2.1,0.9986,3.21,10,7
"1949",0.33,3.8,0.9936,3.32,12.8,7
"1950",0.53,2,0.9983,3.19,10.1,6
"1951",0.21,2.5,0.99656,3.1,9.8,6
"1952",0.04,2.1,0.99854,3.56,9.6,5
"1953",0.49,3.2,1.0021,3.3,11.3,5
"1954",0.02,2.6,0.99765,3.36,10.9,7
"1955",0.21,1.8,0.9959,3.35,10.8,7
"1956",0.01,2.6,0.99562,3.1,10.3,6
"1957",0.49,1.9,0.9976,3.31,9.2,5
"1958",0.49,1.8,0.9992,3.08,10.9,5
"1959",0.4,2.1,0.99334,3.36,12.5,6
"1960",0.24,2.1,0.9974,3.22,9.2,5
"1961",0.44,1.7,0.9958,3.3,10.7,6
"1962",0.08,2.4,0.99374,3.68,11,5
"1963",0.24,2.2,0.99761,3.18,11,7
"1964",0.25,2,0.9963,3.24,10.9,5
"1965",0.33,1.7,0.99732,3.33,9.5,5
"1966",0,1.6,0.9971,3.59,9.4,5
"1967",0.5,2.2,0.99787,3.04,9.7,6
"1968",0.24,2.5,0.9934,3.37,11.9,7
"1969",0.07,1.8,0.99498,3.39,9.7,6
"1970",0.31,2.6,0.9968,3.23,9.5,5
"1971",0.54,5.6,0.9957,3.22,11.4,5
"1972",0.21,2.1,0.9974,3.29,9.5,5
"1973",0.1,1.7,0.99546,3.29,10.3,6
"1974",0,2,0.99626,3.2,10.5,5
"1975",0.33,1.75,0.99628,3.2,10.4,6
"1976",0.49,2.2,0.9976,3.22,11.8,7
"1977",0.46,2.2,0.9982,3.21,9.9,6
"1978",0,1.9,0.9978,3.51,9.5,5
"1979",0.14,1.7,0.99514,3.36,10.4,5
"1980",0.49,2.4,0.9987,3.22,10.4,7
"1981",0.13,2.5,0.9962,3.19,9.4,6
"1982",0.24,2.6,0.9984,3.28,10,6
"1983",0,1.75,0.99258,3.61,9.4,5
"1984",0.49,2.6,1.0001,3.09,10.4,6
"1985",0.34,1.8,0.99694,3.48,9.7,7
"1986",0.26,2.9,0.99631,3.26,9.3,7
"1987",0.06,6.2,0.9955,3.39,10.2,7
"1988",0.04,1.6,0.9955,3.59,10.6,6
"1989",0.33,2.8,0.9972,3.22,9.5,6
"1990",0.43,1.7,0.9985,3.15,9.4,6
"1991",0.47,4.5,0.99519,3.29,11.7,7
"1992",0,1.9,0.99235,3.78,12.4,6
"1993",0.08,1.75,0.99352,3.48,11.8,6
"1994",0.05,2.8,0.9988,3.35,10.8,5
"1995",0.24,2.4,0.99444,3.34,11.5,6
"1996",0.21,2,0.9972,3.27,9.7,5
"1997",0.17,2.9,0.9994,3.15,9.7,5
"1998",0.4,2.2,0.99526,3.31,10.5,6
"1999",0.15,2.8,0.9973,3.44,9.5,5
"2000",0.02,1.9,0.99564,3.36,10.6,5
"2001",0.45,4.6,0.99652,3.1,11.7,6
"2002",0.42,2.7,0.9968,3.1,9.5,6
"2003",0,1.7,0.9958,3.4,10.8,6
"2004",0.01,1.5,0.99362,3.48,11.3,5
"2005",0.08,2.7,0.9972,3.47,9.6,5
"2006",0.08,2.5,0.99685,3.35,10,6
"2007",0.24,2.5,0.99552,3.43,10,7
"2008",0.24,2.1,0.9966,3.15,9.6,5
"2009",0.49,2.4,0.9978,3.31,9,5
"2010",0.31,2.2,0.99364,3.31,12.3,7
"2011",0.49,2.2,1.00315,3.24,10,6
"2012",0.24,2.6,0.9988,3.24,9.2,6
"2013",0.24,2.8,0.99613,3.31,9.1,5
"2014",0.55,5.5,0.9996,3.3,9.6,6
"2015",0.57,2.1,0.99605,3.43,11.2,6
"2016",0.22,1.6,0.99828,3.27,9.7,5
"2017",0.14,2.3,0.9987,3.29,9.8,6
"2018",0.32,2.3,0.99408,3.38,11.2,6
"2019",0.2,3.4,0.9973,3.42,9.4,5
"2020",0.2,2.1,0.99647,3.57,10.5,6
"2021",0.48,2.3,0.99408,3.34,11,6
"2022",0.21,2.3,0.99534,3.38,11,6
"2023",0.14,1.8,0.99538,3.14,10.9,6
"2024",0.32,1.9,0.99748,3.31,10,5
"2025",0.27,2.7,0.9982,3.46,9.5,4
"2026",0.4,1.9,0.99668,3.48,9.4,6
"2027",0.16,2.7,0.9959,3.21,9.7,6
"2028",0.25,1.9,0.9962,3.38,9.5,5
"2029",0.24,2,0.9974,3.21,9.2,5
"2030",0.21,2.3,0.99489,3.36,10,6
"2031",0.3,3.2,0.998,3.31,9.4,5
"2032",0.48,3.1,1.0003,3.23,11.5,6
"2033",0,2.8,0.99672,3.46,11.8,7
"2034",0.38,2.2,0.99577,3.17,10,5
"2035",0.19,2.4,0.9947,3.59,11.2,6
"2036",0.49,2.6,0.9994,3.3,10.5,6
"2037",0.19,1.9,0.99344,3.56,10.3,5
"2038",0.43,2.4,0.9984,3.08,10,6
"2039",0.47,2.6,0.9985,3.07,10.1,7
"2040",0.6,2.6,0.9973,3.27,11.1,5
"2041",0,2.2,0.99636,3.38,9.95,6
"2042",0.28,2,0.99064,3.26,10.1,7
"2043",0.27,1.8,0.99586,3.16,9.5,5
"2044",0.42,4.3,0.99627,3.3,12.1,6
"2045",0.33,2.2,0.99768,3.47,9.3,6
"2046",0.29,2.6,0.9979,3.3,9.2,5
"2047",0.27,2,0.99852,3.47,9.4,5
"2048",0.49,4.2,1.0014,3.12,10.2,6
"2049",0.24,1.9,0.9956,3.2,10.1,7
"2050",0.49,2.3,0.9994,3.15,11.5,6
"2051",0.13,2,0.99388,3.52,12,7
"2052",0.21,1.8,0.99745,3.14,9.4,5
"2053",0.42,1.7,0.99258,3.32,12.5,8
"2054",0,1.75,0.9967,3.22,9.5,5
"2055",0.18,2.3,0.9952,3.56,11.4,7
